Product,UserName,SkinCond_Age,Recommend,PostDate,Review,Rating
Genifique Eye Light-Pearl,Lindaoctaviaa,"Dry, 19 - 24",Lindaoctaviaa recommends this product!,01 May 2020,"Asli aku sih ga terlalu mikir daerah mata karena allhamdullilah ngga punya banyak masalah sama eye contour. Tp makin kesini makin tua wkwk dan jam tidur tetap tidak jelas mulailah namanya kering area mata, dan inilah eye pertama aku. Jujur suka banget sama aplikatornya ... Read more",5
Genifique Eye Light-Pearl,shellyys_,"Normal, 25 - 29",shellyys_ recommends this product!,02 Apr 2020,teksturnya kental warna putih keruh. ditutup botolnya sekalian ada toolsnya. gegara ada toolsnya jadi bikin nyaman dan rileks. enak banget. pas diaplikasiin ke area mata tuh adem dingin gitu. tapi pas kena mata beuh perih. dia juga bisa bikin bulu mata jadi cukup lebat. ... Read more,4
Genifique Eye Light-Pearl,Putrisie,"Combination, 30 - 34",Putrisie recommends this product!,08 Mar 2020,"Botol gelap jd serum gakan tembus cahaya..aplikatornya bagus ,,nyaman buat oles serumnya sambil massage...dan aplikatornya bs ngjangkau isi sampe uda mao abs sekalipun... tekstur serum agak kental tp msh bs mengalir (ga rugi klo uda mao abs), serumnya cepat menyerap,,ga ... Read more",5
Vitamin E Eyes Cube,reinadhdh,"Combination, 19 - 24",reinadhdh recommends this product!,05 Sep 2020,"so far belum ngasih efek apa apa sih utk mata. cuma kaya penggunaan biasa aja gitu, tp efeknya nihil. bentuknya aku suka sebenernya nih, karna cube gitu diputer kaya pake lipstick. jadi aplikasinya langsung gapake jari lg. setelah penggunaan jd berasa kaya pakai cream m ... Read more",3
Vitamin E Eyes Cube,bellafa,"Oily, 25 - 29",bellafa doesn't recommend this product!,28 Aug 2020,"JUJUR AKU BINGUNG BANGET PAKE INI HUHU. Kayak pas dipake tuh gak yang fleksibel gitu jadi aku takut bikin under eye aku ketarik hiks. TRUS dia kayaknya cuma instan brightening aja, tapi secara under eye ku emg gelap banget jadi nggak ngaruh apa-apa buat kantong mataku h ... Read more",2
Vitamin E Eyes Cube,Lusia,"Oily, 25 - 29",Lusia doesn't recommend this product!,08 Aug 2020,BIKIN MATAKU KERING DAN KULIT SEKITAR MATA TERKELUPAS. well aku beneran kecewa sama produk ini karena emang mahal untuk ukuran treatment mata. Setelah aku pakai kurang dari seminggu area sekitar mata aku jadi kering dan terkelupas. Padahal aku pakenya bener bener sediki ... Read more,2
Vitamin E Eyes Cube,Cresencindy,"Normal, 19 - 24",Cresencindy recommends this product!,24 Jul 2020,"Bagus banget! Sebelum dipake biasanya dimasukin ke kulkas dulu biar lebih dingin seger buat mata aku yg menggelap efek kekurangan tidur dan cape. Mencegah wrinkle juga di bagian kantung mata, selama pemakaian mata panda aku udah lebih tersamar dan ga separah sebelum pak ... Read more",4
Vitamin E Eyes Cube,seobaby,"Combination, 25 - 29",seobaby recommends this product!,22 Jul 2020,"Ngaruh untuk yang bagian bawah mata atau kantung matanya suka bengkak atau puffy (bisa karena kecapekan, baru bangun tidur, habis nangis) tinggal dioles ini lumayan bisa berkurang puffy eyes-nya. Kemasannya praktis dibawa kemana-mana. Ada efek cooling sensationnya sesaa ... Read more",4
Vitamin E Eyes Cube,okta27,"Combination, 19 - 24",okta27 doesn't recommend this product!,17 Jul 2020,Seriussss ini produk benar benar engga ada efeknya sama sekali di aku. Efek lembabnya juga kurang dan lebih engga ada. Menyegarkannya juga cuma sesaat doang. Aku coba pakai produk ini udah lama banget tapi engga ada efeknya. Jadiii yaa jangan terlalu berharap sama ini p ... Read more,2
Vitamin E Eyes Cube,Nurhafsah,"Combination, 45 and Above",Nurhafsah doesn't recommend this product!,11 Jul 2020,"Ga ngefek apa-apa. Mungkin harapannya ketinggian, pengen ngurangin kantung mata. Padahal kata mbaknya ya cuma ngasih efek seger aja. And she’s right. Nyesel sih bandel ga nurut mbaknya. Mungkin bisa coba varian lain. Or other brand aja deh kalo buat mata.",1
Vitamin E Eyes Cube,Evelynkarta,"Combination, 18 and Under",Evelynkarta doesn't recommend this product!,30 Jun 2020,"Kirain klo pake ini kantung mataku bakal memudar, nyatanya nggak sama sekali. Menurutku ini susah melting. Kantung mataku juga gak cerah cerah. Sekarang cuma disempen aja gak ku pakai lagi. Agak gak nyaman juga sih dipakein ke kantong mataku.",2
Vitamin E Eyes Cube,nadear,"Oily, 19 - 24",nadear doesn't recommend this product!,26 May 2020,"Produk TBS yang tergangaruh di gue :( Undereye gue kering, jadi berharap bakal ngaruh sih meski baca review di website TBS nya orang2 pada ngeluh gak ngaruh juga. Buat gue, produk ini buat 'relaks' in bawah mata aja sih, karena dia ada efek coolingnya meski ga lo taro d ... Read more",1
Vitamin E Eyes Cube,JasmineKarissa,"Oily, 25 - 29",JasmineKarissa doesn't recommend this product!,19 Nov 2019,"Tergiur karena katanya bisa mengurangi under eye yang gelap. Tapi setelah hampir 1 tahun pake sama sekali ga ada perubahan, cuma ada sensasi dingin pas dipake. Karena bentuknya stick, jadi ribet banget kalo mau pake produk sampe habis.",2
California Aloe Vera 74 Cooling Eye Serum,ElverinCl,"Normal, 18 and Under",,14 Aug 2020,"Biasa aja efeknya, cuma melembabkan bawah mataku doang, ga ngilangin kantung mataku yg agak gelap, padahal dulu harganya cukup wah dan lebih murah + bagusan brand sebelah, duh kecewaa wkwk, sorry gabakal repurchase",2
California Aloe Vera 74 Cooling Eye Serum,expectopatronum,"Normal, 25 - 29",expectopatronum doesn't recommend this product!,07 Aug 2020,"Tertarik beli ini karena ada roller ballnya. Jadi bisa sekalian massage. Tekstur dan wanginya persis seperti aloe vera gelnya. Melembabkan area mata, dahi, smile lines, dan leher. Tidak ada efek plumping. So, not impressed. Cuman enak ada cooling sensation.",3
California Aloe Vera 74 Cooling Eye Serum,SalsabillamdyA_,"Combination, 19 - 24",SalsabillamdyA_ doesn't recommend this product!,11 Jul 2020,Produk natrep pertama yang gak aku suka. Aku berekspektasi tinggi untuk eye serum ini. Awal pemakaian enak banget pas di aplikasiin nya tapi semakin dipakai semakin tidak keliatan efek nya... efek nya di aku juga cuman melembabkan aja gak ada efek apa apa lagi,3
California Aloe Vera 74 Cooling Eye Serum,jeerry,"Dry, 18 and Under",jeerry recommends this product!,10 Jun 2020,"aku suka Eye serum ini cepat meresap di kulit dan punya efek dingin menyegarkan, lumayan bikin lembab, tapi kurang ada efeknya menurutku untuk puffy eyes ataupun kantong mata hitam, cuma bikin segar aja ga ada efek yang lain menurutku,kayak e gak dulu kalau buat beli la ... Read more",3
California Aloe Vera 74 Cooling Eye Serum,wafagan,"Oily, 19 - 24",wafagan recommends this product!,07 Jun 2020,(super sensitive skin) mata aku juga mata yang sensitive. pakai eye serum ini ngga kenapa kenapa mata aku sih. tapi aku memang ngga punya under eye jadi sebenernya aku bingung juga hehe. jadi its just a good product sih buat aku tapi aku masih bingung hasilnya di aku ap ... Read more,4
California Aloe Vera 74 Cooling Eye Serum,berry06,"Normal, 25 - 29",berry06 doesn't recommend this product!,30 May 2020,"jalan ke mall dan iseng mmpir ke natrep beli aloevera gel sekalian nyobain serum mata ini , aku suka sama ini pas dipake ada dingin2 gitu di kulit, tp lama kelamaan pake malah bikin milia di bawah kulit mata ku .",2
California Aloe Vera 74 Cooling Eye Serum,KhawlaYumna,"Combination, 25 - 29",KhawlaYumna doesn't recommend this product!,20 May 2020,"waktu pakai eye roll ini,kantung mataku pada merah mungkin karena kulit aku terlalu tipis bahkan setipis itu sehabis kering ya balik normal lagi, tapi efek cooling nya dapet sih hanya saja sangat singkat, setelah kering gak ada lagi.does it work on me? i guess not, kare ... Read more",2
California Aloe Vera 74 Cooling Eye Serum,Krisni93,"Normal, 19 - 24",Krisni93 doesn't recommend this product!,15 Apr 2020,"baru sekitar satu bulan aku pake serum mata ini , bikin adem kulit bawah mata aku sih, cpt nyerep juga di kulitku . tp sayang bgt lama lama pakai ini bawah mata aku makin bnyka tumbuh milia ,, gak ganggu sih mnurutku .",3
California Aloe Vera 74 Cooling Eye Serum,enyamalia,"Normal, 30 - 34",enyamalia doesn't recommend this product!,09 Apr 2020,"aku udah pakai eye serum ini sektar 3 mingguan , emang ngefek sih dikulit bikin adem aja kalau habis pakai ini , kulit mata juga gak iritasi , tp buat lembabpin kayaknya kerasa kalau habis pake aja , kalau srumnya udah ngresep ke kulit dia balik kering lagi tuh kulit ,",3
California Aloe Vera 74 Cooling Eye Serum,pertiwigunawan,"Normal, 19 - 24",pertiwigunawan doesn't recommend this product!,05 Apr 2020,"produk ini ga terlalu berpengaruh sama aku. Pas apply terasa segar aja di sekitar mata dan saat kering berasa banget efek coolingnya jd mata terasa fresh. aku udah pakai produk ini sekitar 2-3 bulan? gaada ngaruh apa-apa, cuma dingin-dingin aja di area mata. repurchase? ... Read more",3
Facial Treatment Essence Eye,Devivero,"Combination, 19 - 24",Devivero recommends this product!,18 Sep 2019,"Aku punya FTE eye ini dan RNA eye, untuk tekstur aku lebih senang ama yg RNA eye lebih smooth aja gitu. Untuk botol memang FTE eye lebih steril karena pakai pump. FTE eye ini biasa aku pakai di pagi dan RNA eye di malam hari. Menurut aku bagus banget krim mata dari SK I ... Read more",5
Facial Treatment Essence Eye,cimy27,"Normal, 25 - 29",cimy27 recommends this product!,25 Aug 2019,"The best eye cream ever!!! Bener” sebagus itu eye cream ini.. Hydrating bgt buat my dr under eyes,, n gentle buat under eyes yg super sensitive!! Ngebantu mencerahkan dark under eyes aku.. Love it so much!! Udah ga tau udah pake botol keberapa.. Tapi kadang males repurc ... Read more",5
Facial Treatment Essence Eye,Hilmanurul,"Normal, 30 - 34",,17 Aug 2019,"Aku pake ini setahun, dengan harapan bisa ngilangin garis halus di sekitar mata, tapi ternyata hasilnya ga sesuai harapanku. Eye cream ini cuma bisa ngasih efek lembab aja dan ngurangin efek lelah di mata, tapi untuk ngilangin garis halus sih NO. Segala eye cream SKII u ... Read more",2
Facial Treatment Essence Eye,SathyaTika,"Combination, 25 - 29",,20 May 2019,"Ini eye essence bnr2 ringan bgt di area mata mudah menyerap , awal pake kirain bakalan nga cocok kyk produk2 sk-II lainnya , krn smpet kluar bruntusan besoknya , itu aku pake msh awal2 kenal skin care dan aku ttp terusin pemakaian dan hari ke 3-4 uda normal dan ini lama ... Read more",4
Facial Treatment Essence Eye,reynerleonardo,"Combination, 19 - 24",,04 May 2019,"My current eye cream right now, ini ak pke wkt pagi aja, malam nya ak pke rna, ini eye cream ringan dan cpt meresap jdi emg cocok untuk pagi jdi daerah skitar mata ga greasy tp untuk efek msih belum keliatan krn eye cream itu tdk ada yg instan, abis ini sih mau cba eye ... Read more",4
Facial Treatment Essence Eye,n4n4z4,"Dry, 40 - 44",,25 Feb 2019,sudah 1 botol pakai terasa biasa saja efeknya. hanya lembab dan segar tanpa kurangi kantong mata dan wringkle. sudah kombine dengan stempower eyecream jatuhnya milea nongol. mungkin aku harusnya pakai eyecream saja tanpa essence,3
Facial Treatment Essence Eye,dorashinta123,"Combination, 30 - 34",,09 Feb 2019,Dia bentuknya cream tapi gak terlalu tick cmn di aku sedikit menimbulkan milia dibagian batang hidung yg disamping mata karena aku make nya gak bener2 di bawah mata tapi aku puterin kesekeliling mata. Make ini udh lama banget ada kali hampir dua tahun dan hasilnya b aj ... Read more,4
Facial Treatment Essence Eye,dambabelazis,"Dry, 30 - 34",,03 Feb 2019,"sesungguhnya fte eye ini bagus, cuma aku telat sadar nya pas udah mau habis malah baru sadar ini bagus kalo di combine sama eye cream lain😅 mahal sih ya harga nya, packaging oke banget soalnya dia pump, pake cuma dikit aja jadi awet, kalo habis pake ini malem2 nah pas ... Read more",4
Facial Treatment Essence Eye,minniemanjaa,"Oily, 25 - 29",,25 Dec 2018,3 bulan hasil pemakaian memang tidak ada hasil yang significant tapi formula ini bagus banget dibanding eyecream yang biasa di pakai . Anyway FTE ini juga lumayan awet walaupun harga nya agak pricey . Sekarang Fine lines di daerah sekitar mata agak lebih halus .,4
Facial Treatment Essence Eye,sweet_lover,"Normal, 30 - 34",,25 Jun 2018,"Beli ini utk coba hilangin kantong mata yg lmyan parah dan gelap gitu, enak dipakai dingin gitu, dan pakai udh sekitar 6 bulan cman ga terlalu signifikan perubahannya, tp ttp dirutinin siapa tau efeknya emank agak lama",3
Kakadu Plum & Argan Botanical Eye Serum,sitiriska,"Oily, 25 - 29",sitiriska recommends this product!,16 Jun 2020,"Kemasannya memudahkan sekali buat diaplikasiin. Efeknya yg dirasain cuman calming sama melembapkan aja sih, gabisa menyamarkan mata panda atau ngurangin fine lines. Tekstur creamnya pas sih dan cepet banget ngeresepnya tanpa ada lengket-lengket dulu. Buat yg ga terlalu ... Read more",4
Kakadu Plum & Argan Botanical Eye Serum,franssiscaxvria,"Combination, 19 - 24",franssiscaxvria doesn't recommend this product!,03 Jun 2020,"I’m so disappointed on this one. Pertama, sudah pakai cukup lama tapi ga ada efek apapun. Kedua, ada efek burning pas dipakai dan my under eyes berasa kayak kena steam tapi perih banget. Setelah pemakaian sebulan, muncul red spots juga so it is really hurting my under e ... Read more",2
Kakadu Plum & Argan Botanical Eye Serum,Monasm,19 - 24,Monasm recommends this product!,30 May 2020,"Packaging nya bagus sih simple , gampang buat di apply ke daerah mata, pas dipake adem, aku br pke 4 hari & mau jual karna lg pke aye cream dr dokter, kemrn beli dr zalora IDR 180K, harga boleh nego wa 087734018000",3
Kakadu Plum & Argan Botanical Eye Serum,savitrips,"Oily, 25 - 29",savitrips recommends this product!,07 May 2020,"Enak pas dipake adem, kadang susah keluar sih harus di shake dulu. Efeknya sih b aja di aku, aku pilih ini karna simple (gaperlu totol pake tangan), dan yg jelas bahannya alami. Kenapa beli karna pengen ajah, daripada tidak sama sekali xixixi. Repurchase? sejauh ini sih ... Read more",4
Kakadu Plum & Argan Botanical Eye Serum,turquoise,"Oily, 30 - 34",turquoise recommends this product!,16 Apr 2020,"Packagingnya bagus dan praktis tapi kadang produk ngga keluar. Harus di shake dulu sampai produk turun, baru diusap ke area mata, kalau ngga ya berasa banget kasar terkena bolanya. Kalau cuaca dingin/di kamar ber-AC suka berasa produk jadi kental dan makin susah dipakai ... Read more",4
Kakadu Plum & Argan Botanical Eye Serum,iranataliaa,"Combination, 30 - 34",iranataliaa recommends this product!,17 Mar 2020,"Melembabkan YES! Menyamarkan kerutan MAYBE! Mata panda NO! Udah pakai sekitar 7 bulan, so far yg plg terasa mmg produk ini lumayan melembabkan, jd area bawah mata itu terasa smooth gitu, tapi kalo mata panda sih udah pasti ga bisa ya, mata pandaku faktor turunan soalnya ... Read more",4
Kakadu Plum & Argan Botanical Eye Serum,Lukita,"Dry, 25 - 29",Lukita recommends this product!,16 Mar 2020,"Ini product yg harus dipakai terus menerus gak hanya dari beberapa bulan aja tapi harus tahunan. Ini tahun ke 2 aku pakai product ini. Hasilnya bagus, yang semula lingkar mataku berwarna coklat apa lagi kelopak mata coklat banget sekarang udah berubah jd lebih memudar, ... Read more",5
Kakadu Plum & Argan Botanical Eye Serum,dinihrf,"Combination, 25 - 29",dinihrf doesn't recommend this product!,14 Feb 2020,"eye care product memang salah satu product yg kitanya harus sabar banget sampe ada hasilnya, make ini iseng aja sih krn mmg eye cream sblumnya mau abis, packagingnya bagus, teksturnya ringan, gampang meresap sambil di tap2 pelan pake ujung jari tapiiii di aku ga ada efe ... Read more",2
Kakadu Plum & Argan Botanical Eye Serum,ochadonn,"Oily, 25 - 29",ochadonn recommends this product!,01 Feb 2020,My very first eyeserum product! Bener-bener beli karna iseng waktu ke storenya di Kokas terus penasaran karna sebelumnya parah banget gapernah pake eyeserum dan segitunya ga aware kalo eyeserum itu penting banget dan efeknya bakal jangka panjang. Pas akhirnya cobain pro ... Read more,4
Kakadu Plum & Argan Botanical Eye Serum,tsnandya,"Combination, 25 - 29",tsnandya recommends this product!,11 Dec 2019,"suka banget sama produk ini karena bisa bikin undereye aku lebih cerah dan plump. kemasan nya berbentuk roll on kecil jadi mudah saat diaplikasikan di bawah mata. hanya butuh 1x roll lalu di tap pelan, produk langsung meresap ke kulit mata. harganya juga cukup terjangka ... Read more",4
